ID;Distrito;Cidade/confirmada/UPA - SÓ TEM SP, NAO PODERÍAMOS TIRAR?;Relacao com UPA;Reside/UPA;Area/total hectares;Soma/area/total/propriedades/HA;Area/cultivada/inform/HA;Area/pastagem/HA;Area/veget/inform/HA;Comercializ/folhosas/hortalicas;Comercializ/raizes;Comercializ/frutas;Comercializ/legumes/graos;Comercializ/ornamentais;Comercializ/ervas/medicinais;Comercializ/mudas;Comercializ/outros;Culturas comercializadas;Especies/animais/produzidas;Comercializ/bovinos/corte;Comercializ/bovinos/leite;Comercializ/galinhas/frangos;Comercializ/patos;Comercializ/suinos;Comercializ/caprinos/corte/leite;Comercializ/cavalos;Comercializ/ovos;Comercializ/abelhas/mel;Comercializ/peixes;Comercializ/outras/especies/criadas;Comercializ/cliente/final;Comercializ/interm;Comercializ/quitandas/minimercados;Comercializ/restaur;Comercializ/supermerc;Comercializ/feiras;Comercializ/com/entrega;Comercializ/eventos;Comercializ/CEAGESP;Comercializ/entidades/sociais;Comercializ/poder/publico;Frequencia comercializacao via propriedade;Frequencia comercializacao via intermediario;Frequencia comercializacao via quitandas minimercados;Frequencia comercializacao via restaurantes;Frequencia comercializacao via supermercados;Frequencia comercializacao via feiras livres;Frequencia comercializacao via entrega;Frequencia comercializacao via eventos;Frequencia comercializacao via CEAGESP;Frequencia comercializacao via entidades sociais;Frequencia comercializacao via poder publico;Comercializ/regiao;Comercializ/outras/regioes/cid;Comercializ/outra/cid/15km;Comercializ/outra/cid;Transp/prop/distrib/prod;Embal/distrib/prod;Controle de pragas;Sexo;Faixa/etaria;Grau/instru;Renda/familiar/mensal;Faixa Renda média;Internet/freq;Possui/celular;Dificuldades/prod/classificacao1 - DIFICULDADES NO DIA A DIA PARA A PRODUÇÃO;Melhor/condicoes/trab/rendimento/classificacão1 - O QUE PRECISA PARA MELHORAR SUAS CONDIÇÕES DE TRABALHO
387;Parelheiros;Sao Paulo;Proprietario;Nao;6;Nao se aplica;5;Nao tem;Nao tem;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Legumes e graos;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Sim;Sim;Sim;Sim;Sim;Sim;Agroquimicos;Masculino;45 a 59 anos;Ensino Medio Incompleto;Nao sabe/Nao respondeu;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Falta de mao de obra;Nao sabe/Nao respondeu/ Nao possui demandas
388;Parelheiros;Sao Paulo;Arrendatario;Sim;7;Nao se aplica;3,6;Nao tem;Nao tem;Sim;Sim;Nao;Sim;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Folhosas, hortalicas, raizes, legumes e graos;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Mais ou menos uma vez a cada tres meses;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Sim;Agroquimicos;Masculino;60 anos ou mais;Fundamental I Completo;Nao sabe/Nao respondeu;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Nao possui dificuldades/ Nao sabe/Nao respondeu;"Assistencia Tecnica Rural, ajuda da prefeitura nas etapas de producao. Equipamentos da prefeitura para uso coletivo;  cessao de equipamentos"
389;Grajau;Sao Paulo;Arrendatario;Nao;20;Nao se aplica;16;Nao tem;1;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Legumes e graos;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Sim;Sim;Sim;Sim;Sim;Sim;Agroquimicos;Masculino;45 a 59 anos;Ensino Medio Incompleto;Nao sabe/Nao respondeu;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Falta de mao de obra;Nao sabe/Nao respondeu/ Nao possui demandas
390;Parelheiros;Sao Paulo;Proprietario;Nao;13;Nao se aplica;10;Nao tem;1;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Legumes e graos;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Sim;Sim;Sim;Sim;Sim;Sim;Utiliza, mas nao especificou;Masculino;45 a 59 anos;Ensino Medio Incompleto;Nao sabe/Nao respondeu;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Falta de mao de obra;Infraestrutura viaria, energia, telefonia, melhoria das estradas, escoamento da producao
391;Parelheiros;Sao Paulo;Proprietario;Nao;15;Nao se aplica;13;Nao tem;1;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Legumes e graos;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Sim;Sim;Sim;Sim;Sim;Sim;Agroquimicos;Masculino;45 a 59 anos;Ensino Medio Incompleto;Nao sabe/Nao respondeu;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Falta de mao de obra;Infraestrutura viaria, energia, telefonia, melhoria das estradas, escoamento da producao
392;Parelheiros;Sao Paulo;Proprietario;Sim;20;Nao se aplica;16;Nao tem;1;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Legumes e graos;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Sim;Sim;Sim;Sim;Sim;Sim;Agroquimicos;Masculino;45 a 59 anos;Ensino Medio Incompleto;Nao sabe/Nao respondeu;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Falta de mao de obra;Nao sabe/Nao respondeu/ Nao possui demandas
393;Marsilac;Sao Paulo;Funcionario;Sim;17;Nao se aplica;2;Nao tem;Nao tem;Nao;Sim;Nao;Sim;Nao se aplica;Nao;Nao;Nao se aplica;Raizes, legumes e graos;Galinha, suinos, ovos, peixes;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao;Nao se aplica;Nao;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao realiza;Masculino;60 anos ou mais;Fundamental I Completo;998;Nao se aplica;Todos os dias ou quase todos os dias;Nao;Aquisicao de adubo, mudas e sementes, maquinario agricola, equipamentos de irrigacao;"Assistencia Tecnica Rural, ajuda da prefeitura nas etapas de producao. Equipamentos da prefeitura para uso coletivo;  cessao de equipamentos"
394;Marsilac;Sao Paulo;Funcionario;Sim;Nao sabe;Nao se aplica;Nao respondeu;Nao tem;Nao respondeu;Sim;Sim;Nao;Sim;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Folhosas, hortalicas, raizes, legumes e graos;Galinha, ovos;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Pelo menos uma vez por mes;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao realiza;Masculino;45 a 59 anos;Ate Fundamental I Incompleto;1497;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Aquisicao de adubo, mudas e sementes, maquinario agricola, equipamentos de irrigacao;Mao de obra, mais produtividades
395;Grajau;Sao Paulo;Posseiro;Nao;Nao sabe;Nao se aplica;Nao respondeu;Nao respondeu;Nao tem;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao comercializa;Galinha, suinos, cavalos, ovos;Nao se aplica;Nao se aplica;Sim;Nao se aplica;Sim;Nao se aplica;Nao;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao realiza;Feminino;35 a 44 anos;Ensino Medio Completo;2495;998;Todos os dias ou quase todos os dias;Sim;Faltam recursos financeiros;Maior e melhor rendimento das atividades na propriedade
396;Parelheiros;Sao Paulo;Proprietario;Sim;3,6;Nao se aplica;1,5;Nao tem;Nao tem;Nao;Nao;Nao;Nao;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao comercializa;Galinha, patos, suinos, ovos, coelhos;Nao se aplica;Nao se aplica;Nao;Nao;Nao;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Feminino;45 a 59 anos;Ensino Medio Completo;1497;Nao se aplica;Todos os dias ou quase todos os dias;Nao;Outros (seguranca, terra e ruim, precos baixos dos produtos agricolas, pragas (formigas), falta espaco para crescer, rigor da legislacao ambiental;Infraestrutura viaria, energia, telefonia, melhoria das estradas, escoamento da producao
397;Marsilac;Sao Paulo;Proprietario;Sim;2,4;Nao se aplica;0,01;Nao tem;Nao tem;Nao;Nao;Nao;Nao;Nao;Nao;Nao se aplica;Nao se aplica;Nao comercializa;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Masculino;45 a 59 anos;Ensino Medio Incompleto;3996,5;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Aquisicao de adubo, mudas e sementes, maquinario agricola, equipamentos de irrigacao;Mais maquinarios agricolas, caminhao e trator
398;Parelheiros;Sao Paulo;Proprietario;Sim;1,6;Nao se aplica;1,6;Nao tem;Nao tem;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao comercializa;Galinha, patos, ovos;Nao se aplica;Nao se aplica;Sim;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao;Nao;Nao;Nao;Nao;Sim;Nao;Nao;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Mais ou menos uma vez a cada tres meses;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao realiza;Masculino;45 a 59 anos;Ensino Medio Incompleto;2495;Nao sabe/Nao respondeu;Todos os dias ou quase todos os dias;Sim;Aquisicao de adubo, mudas e sementes, maquinario agricola, equipamentos de irrigacao;Cursos e capacitacoes, escola de agricultura
399;Parelheiros;Sao Paulo;Funcionario;Sim;13;Nao se aplica;0,08;Nao tem;Nao respondeu;Nao;Nao;Nao;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao comercializa;Galinha, ovos;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Feminino;45 a 59 anos;Ensino Superior Incompleto;3996,5;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Aquisicao de adubo, mudas e sementes, maquinario agricola, equipamentos de irrigacao;Mais maquinarios agricolas, caminhao e trator
400;Parelheiros;Sao Paulo;Proprietario;Sim;0,15;Nao se aplica;0,1;Nao tem;Nao tem;Nao;Nao;Nao;Nao;Nao;Nao;Nao se aplica;Nao se aplica;Nao comercializa;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Feminino;45 a 59 anos;Fundamental I Completo;998;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Agua (falta ou excesso)/ Questoes climaticas;"Assistencia Tecnica Rural, ajuda da prefeitura nas etapas de producao. Equipamentos da prefeitura para uso coletivo;  cessao de equipamentos"
401;Marsilac;Sao Paulo;Proprietario;Sim;Nao sabe;Nao se aplica;Nao respondeu;Nao tem;Nao respondeu;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Sim;Nao;Sim;Nao se aplica;Ornamentais ;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Mais ou menos uma vez a cada tres meses;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao realiza;Feminino;60 anos ou mais;Ate Fundamental I Incompleto;Nao sabe/Nao respondeu;Nao se aplica;Nao sabe/Nao respondeu;Nao;Falta de tempo, falta de coragem/ vontade;"Assistencia Tecnica Rural, ajuda da prefeitura nas etapas de producao. Equipamentos da prefeitura para uso coletivo;  cessao de equipamentos"
402;Parelheiros;Sao Paulo;Proprietario;Sim;Nao sabe;Nao se aplica;Nao respondeu;Nao respondeu;Nao tem;Nao;Nao;Nao;Nao;Sim;Nao se aplica;Sim;Nao se aplica;Ornamentais ;Bovino de leite, galinha, patos, cavalos, ovos;Nao se aplica;Nao;Nao;Nao;Nao se aplica;Nao se aplica;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao se aplica;Mais ou menos uma vez a cada tres meses;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Nao realiza;Feminino;60 anos ou mais;Fundamental II Incompleto;Nao sabe/Nao respondeu;Nao se aplica;Nao sabe/Nao respondeu;Sim;Falta de conhecimento tecnico;Canais de comercializacao (visibilizar regiao, producao, produtores), ter clientes
403;Grajau;Sao Paulo;Proprietario;Sim;7;10;4,8;Nao tem;1;Sim;Sim;Nao;Sim;Nao se aplica;Nao;Nao;Nao se aplica;Folhosas, hortalicas, raizes, legumes e graos;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Toda semana ou quase toda semana;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Sim;Nao;Nao;Sim;Agroquimicos;Feminino;60 anos ou mais;Fundamental I Completo;Nao sabe/Nao respondeu;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Falta de mao de obra;Mao de obra, mais produtividades
404;Grajau;Sao Paulo;Proprietario;Nao;0,2;Nao se aplica;0,1;Nao tem;Nao tem;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao se aplica;Nao comercializa;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Nao;Nao;Nao realiza;Masculino;45 a 59 anos;Ensino Medio Completo;2495;Nao se aplica;Nao sabe/Nao respondeu;Nao;Faltam recursos financeiros;Infraestrutura viaria, energia, telefonia, melhoria das estradas, escoamento da producao
405;Marsilac;Sao Paulo;Proprietario;Sim;0,08;Nao se aplica;0,085;Nao tem;Nao tem;Sim;Sim;Sim;Nao se aplica;Nao se aplica;Sim;Sim;Nao se aplica;Folhosas, hortalicas, raizes, frutas, ervas medicinais;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Sim;Sim;Sim;Nao;Sim;Sim;Nao;Nao;Nao;Toda semana ou quase toda semana;Pelo menos uma vez por mes;Toda semana ou quase toda semana;Toda semana ou quase toda semana;Pelo menos uma vez por mes;Nao se aplica;Toda semana ou quase toda semana;Pelo menos uma vez por mes;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Nao;Nao;Nao;Nao;Nao realiza;Masculino;25 a 34 anos;Ensino Superior Incompleto;998;998;Todos os dias ou quase todos os dias;Sim;Problemas com infraestrutura, logistica de escoamento da producao;Insumos: adubo, calcario, mudas, sementes e ferramentas. Facilidade na compra e doacao por parte da prefeitura
406;Parelheiros;Sao Paulo;Funcionario;Nao;9;Nao se aplica;0,2;Nao tem;0,1;Nao;Nao;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao comercializa;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Sim;Nao;Nao realiza;Masculino;35 a 44 anos;Ensino Medio Completo;2495;Nao se aplica;Pelo menos uma vez por semana;Sim;Aquisicao de adubo, mudas e sementes, maquinario agricola, equipamentos de irrigacao;Recursos e financiamento a juros baixos, facilitado, credito mais facil, mais investimentos publicos e mais subsidios (menos burocracia, menos impostos)
407;Marsilac;Sao Paulo;Proprietario;Sim;5;Nao se aplica;1,5;Nao tem;Nao tem;Sim;Sim;Nao;Sim;Nao;Nao;Sim;Nao se aplica;Folhosas, hortalicas, raizes, legumes e graos;Galinha, ovos;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Sim;Pelo menos uma vez por mes;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Pelo menos uma vez por mes;Sim;Sim;Sim;Nao;Sim;Sim;Nao realiza;Masculino;45 a 59 anos;Fundamental II Incompleto;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Todos os dias ou quase todos os dias;Sim;Nao possui dificuldades/ Nao sabe/Nao respondeu;Infraestrutura viaria, energia, telefonia, melhoria das estradas, escoamento da producao
408;Parelheiros;Sao Paulo;Proprietario;Sim;3,6;3,6;0,2;Nao tem;Nao respondeu;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao se aplica;Nao comercializa;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao sabe/Nao respondeu;Nao;Sim;Nao;Nao realiza;Masculino;45 a 59 anos;Ensino Medio Completo;7485;Nao se aplica;Todos os dias ou quase todos os dias;Sim;Outros (seguranca, terra e ruim, precos baixos dos produtos agricolas, pragas (formigas), falta espaco para crescer, rigor da legislacao ambiental;Recursos e financiamento a juros baixos, facilitado, credito mais facil, mais investimentos publicos e mais subsidios (menos burocracia, menos impostos)
409;Grajau;Sao Paulo;Arrendatario;Sim;1,5;Nao se aplica;0,8;Nao tem;Nao tem;Sim;Sim;Nao se aplica;Sim;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Folhosas, hortalicas, raizes, legumes e graos;Sem producao animal;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao;Sim;Sim;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao;Nao se aplica;Toda semana ou quase toda semana;Toda semana ou quase toda semana;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Nao se aplica;Sim;Nao;Nao;Nao;Nao;Nao;Agroquimicos;Masculino;45 a 59 anos;Ensino Medio Incompleto;3996,5;Nao se aplica;Nao sabe/Nao respondeu;Nao;Dificil o sustento com renda da agricultura;Mao de obra, mais produtividades
